,Run,AC1_NSE_Radial_Error_Mean,AC1_NSE_Radial_Error_Std,AC1_NSE_Mean_x,AC1_NSE_Mean_y,AC1_NSE_Mean_z,AC1_NSE_Std_x,AC1_NSE_Std_y,AC1_NSE_Std_z,AC2_NSE_Radial_Error_Mean,AC2_NSE_Radial_Error_Std,AC2_NSE_Mean_x,AC2_NSE_Mean_y,AC2_NSE_Mean_z,AC2_NSE_Std_x,AC2_NSE_Std_y,AC2_NSE_Std_z,AC1_Dist_to_Last_WPT,AC2_Dist_to_Last_WPT,AC1_EndState_Time,AC2_EndState_Time,Total_Flight_Time,NC1_Start_Time,NC1_End_Time,NC1_Detected,NC2_Start_Time,NC2_End_Time,NC2_Detected,WC1a_Start_Time,WC1a_End_Time,WC1a_Detected,WC2a_Start_Time,WC2a_End_Time,WC2a_Detected,WC1b_Start_Time,WC1b_End_Time,WC1b_Detected,WC2b_Start_Time,WC2b_End_Time,WC2b_Detected,WC1c_Start_Time,WC1c_End_Time,WC1c_Detected,WC2c_Start_Time,WC2c_End_Time,WC2c_Detected,WC1d_Start_Time,WC1d_End_Time,WC1d_Detected,WC2d_Start_Time,WC2d_End_Time,WC2d_Detected,WC1e_Start_Time,WC1e_End_Time,WC1e_Detected,WC2e_Start_Time,WC2e_End_Time,WC2e_Detected,WC1f_Start_Time,WC1f_End_Time,WC1f_Detected,WC2f_Start_Time,WC2f_End_Time,WC2f_Detected,WC1g_Start_Time,WC1g_End_Time,WC1g_Detected,WC2g_Start_Time,WC2g_End_Time,WC2g_Detected,WC1h_Start_Time,WC1h_End_Time,WC1h_Detected,WC2h_Start_Time,WC2h_End_Time,WC2h_Detected,WC1i_Start_Time,WC1i_End_Time,WC1i_Detected,WC2i_Start_Time,WC2i_End_Time,WC2i_Detected,WC1j_Start_Time,WC1j_End_Time,WC1j_Detected,WC2j_Start_Time,WC2j_End_Time,WC2j_Detected,WC3a_Start_Time,WC3a_End_Time,WC3a_Detected,WC3b_Start_Time,WC3b_End_Time,WC3b_Detected,WC3c_Start_Time,WC3c_End_Time,WC3c_Detected,WC3d_Start_Time,WC3d_End_Time,WC3d_Detected,WC3e_Start_Time,WC3e_End_Time,WC3e_Detected
0,0,5.858769765037917,3.2962469735059803,2.2658255873972757,1.2953442839718154,1.5760716394810237,3.157600123654591,5.329897318088712,3.151411185280717,8.233858469357388,3.3911861993390904,-2.2755990514876636,-1.1288375403643045,0.604296789133838,5.128393998002727,6.8222576250599545,2.5407435686394897,6.29958069411303,8.267740853551288,150.454166666612,149.8374999999459,300.2916666665579,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
0,1,6.779791589695906,2.8706545189672648,-2.167275038991022,-0.013533317361219196,2.3930290816508997,5.007448791931236,4.943095752197868,4.140181589626919,7.760199277427375,3.2113034227605715,-3.0338487141821116,-1.255494336075154,1.769111546777211,6.902522248984177,3.4795916422356563,3.484412483000433,6.862798450240179,9.911601394970866,150.52916666661193,149.68749999994603,300.21666666655796,,,0,,,0,,,0,2.233333333333339,19.183333333332566,1,,,0,1.8874999999999946,19.349999999999223,1,18.80416666666592,19.816666666665864,1,1.8874999999999946,19.474999999999216,1,18.391666666665945,20.037499999999184,1,1.8874999999999946,19.58749999999921,1,18.195833333332622,20.258333333332505,1,1.8874999999999946,19.699999999999203,1,17.995833333332634,20.470833333332493,1,1.8874999999999946,19.816666666665864,1,17.795833333332645,20.68333333333248,1,1.883333333333328,19.92499999999919,1,17.59166666666599,20.891666666665802,1,1.883333333333328,20.037499999999184,1,17.387499999999335,21.099999999999124,1,1.883333333333328,20.149999999999178,1,17.187499999999346,21.312499999999112,1,1.8791666666666613,20.258333333332505,1,2.6791666666666947,19.58749999999921,1,1.8874999999999946,19.58749999999921,1,1.6041666666666623,19.58749999999921,1,1.391666666666663,19.58749999999921,1,1.2583333333333302,19.58749999999921,1
0,2,8.959218360536804,3.7027388782953103,-1.7854976788502126,-5.063830275616188,-1.0749599473952554,3.213572798091949,7.404056928481584,3.2284478642784915,8.826923925328686,3.419593775442522,0.9350752281175279,-0.5364925895517887,0.967007584473914,4.612420291986481,8.195808225934142,3.5341554692973474,4.07483880798899,12.402229997832709,150.0624999999457,150.30416666661213,300.3666666665578,,,0,,,0,,,0,2.770833333333366,18.683333333332595,1,,,0,2.770833333333366,18.68749999999926,1,,,0,2.770833333333366,18.691666666665927,1,17.820833333332644,19.479166666665883,1,2.770833333333366,18.69999999999926,1,17.13749999999935,19.98333333333252,1,2.766666666666699,18.708333333332593,1,16.549999999999383,20.537499999999156,1,2.766666666666699,18.720833333332592,1,16.091666666666075,21.10416666666579,1,2.766666666666699,19.162499999999234,1,15.720833333332761,21.574999999999097,1,2.766666666666699,19.479166666665883,1,15.362499999999448,22.033333333332404,1,2.762500000000032,19.741666666665868,1,14.991666666666136,22.466666666665713,1,2.762500000000032,19.98333333333252,1,2.9125000000000396,18.691666666665927,1,2.770833333333366,18.69999999999926,1,2.641666666666693,18.704166666665927,1,2.537500000000021,18.708333333332593,1,2.470833333333351,18.708333333332593,1
0,3,6.1925992415392,4.040929349975491,1.8132623347983674,-3.3899211794290047,-2.6413813028373996,3.7606805696148022,5.074912835688107,2.580494625115399,5.6452739826527445,2.6695779667010093,1.3579851439459778,1.0902878360098032,-2.259953541021019,5.022341131971958,3.2770117212676317,3.007906628786921,10.261735143434738,6.688990154146324,150.9124999999449,150.44583333327867,301.3583333332236,14.68333333333282,16.404166666666057,1,,,0,15.333333333332783,15.866666666666086,1,2.208333333333338,15.716666666666095,1,15.016666666666135,16.13333333333274,1,2.208333333333338,15.866666666666086,1,14.699999999999486,16.395833333332725,1,2.208333333333338,15.999999999999412,1,14.370833333332838,16.64583333333271,1,2.204166666666671,16.13333333333274,1,14.004166666666192,16.883333333332697,1,2.204166666666671,16.2624999999994,1,13.63333333333288,17.11249999999935,1,2.204166666666671,16.395833333332725,1,13.2833333333329,17.33333333333267,1,2.204166666666671,16.520833333332718,1,12.974999999999584,17.55833333333266,1,2.204166666666671,16.64583333333271,1,12.6999999999996,17.795833333332645,1,2.200000000000004,16.766666666666037,1,12.449999999999614,18.04583333333263,1,2.200000000000004,16.883333333332697,1,2.4541666666666835,16.13333333333274,1,2.204166666666671,16.13333333333274,1,2.0874999999999986,16.13333333333274,1,1.9708333333333277,16.13333333333274,1,1.8666666666666614,16.13333333333274,1
0,4,6.208770176032954,3.0099536577386603,-1.4309706391770076,2.0139752678505265,1.6534958534781918,3.610334268031732,5.335739087879189,3.953139420074591,7.525738072806221,4.41119792028197,3.15304601998009,0.9898064687784639,-1.524618621288038,5.034786734001495,6.310655059661226,2.7127798829320233,8.960599014033106,6.090497807392951,151.22083333327797,150.18749999994557,301.40833333322354,18.216666666665954,18.720833333332592,1,,,0,,,0,2.6250000000000253,18.949999999999246,1,18.52499999999927,19.10833333333257,1,2.6250000000000253,18.949999999999246,1,18.23333333333262,19.67083333333254,1,2.6250000000000253,19.220833333332564,1,17.95416666666597,19.916666666665858,1,2.6250000000000253,19.395833333332554,1,17.679166666665985,20.149999999999178,1,2.6208333333333584,19.54166666666588,1,17.395833333332668,20.374999999999165,1,2.6208333333333584,19.67083333333254,1,17.108333333332684,20.595833333332486,1,2.6208333333333584,19.79583333333253,1,16.829166666666033,20.808333333332474,1,2.6166666666666916,19.916666666665858,1,16.558333333332715,21.01249999999913,1,2.6166666666666916,20.037499999999184,1,16.299999999999397,21.216666666665784,1,2.6125000000000247,20.149999999999178,1,2.9541666666667084,19.395833333332554,1,2.6250000000000253,19.395833333332554,1,2.3541666666666785,19.395833333332554,1,2.137500000000001,19.395833333332554,1,1.9624999999999944,19.395833333332554,1
0,5,8.936447076288571,4.954194760511986,1.9789255766484029,4.312393934788187,0.2192569856789713,4.433818156143919,7.888714638188953,3.2931178718981657,5.71370694691033,2.8628917438286727,0.5622126845543031,-3.0956555774773356,-1.9727406175660314,3.6787728699160405,4.172509010042712,3.6552335226789214,5.979481429657422,5.626624837622719,149.92916666661247,149.52916666661284,299.4583333332253,18.262499999999285,20.483333333332492,1,,,0,,,0,1.0874999999999975,19.124999999999236,1,,,0,1.0874999999999975,19.13333333333257,1,18.287499999999284,20.454166666665827,1,1.0874999999999975,19.14583333333257,1,17.841666666665976,20.933333333332467,1,1.0833333333333308,19.1666666666659,1,17.470833333332664,21.283333333332447,1,1.0833333333333308,20.02916666666585,1,17.09999999999935,21.58333333333243,1,1.0833333333333308,20.454166666665827,1,16.724999999999373,21.858333333332414,1,1.0833333333333308,20.716666666665812,1,16.345833333332727,22.112499999999066,1,1.0833333333333308,20.933333333332467,1,15.93333333333275,22.362499999999052,1,1.0833333333333308,21.11666666666579,1,15.491666666666108,22.62083333333237,1,1.0791666666666642,21.283333333332447,1,1.30833333333333,19.1666666666659,1,1.0833333333333308,19.1666666666659,1,0.9416666666666645,19.1666666666659,1,0.8458333333333315,19.170833333332567,1,0.7624999999999985,19.170833333332567,1
0,6,7.896317223469399,3.734765932039792,-3.918165762554043,-2.728610962776075,1.800797219866962,3.953271424402749,6.154203641314425,2.439589689860697,6.694977249271088,4.7210218968931805,-1.5006249572522496,2.8510532523206464,2.734007161092096,5.84008251211266,4.756385081369842,2.330857672585921,14.505972076648387,17.74023115211563,151.30416666661122,148.48749999994712,299.79166666655834,24.958333333332238,29.233333333331995,1,,,0,25.799999999998857,27.270833333332106,1,3.433333333333399,26.758333333332136,1,25.345833333332216,28.36249999999871,1,3.433333333333399,27.270833333332106,1,24.974999999998904,29.195833333331997,1,3.433333333333399,27.845833333332074,1,24.608333333332258,30.016666666665284,1,3.429166666666732,28.36249999999871,1,24.179166666665616,30.87499999999857,1,3.429166666666732,28.787499999998687,1,23.633333333332313,31.429166666665203,1,3.429166666666732,29.195833333331997,1,22.74999999999903,31.849999999998513,1,3.429166666666732,29.595833333331974,1,20.849999999999138,32.27083333333205,1,3.425000000000065,30.016666666665284,1,20.3333333333325,32.69999999999906,1,3.425000000000065,30.47499999999859,1,19.974999999999188,33.170833333332766,1,3.4208333333333982,30.87499999999857,1,3.6166666666667413,28.36249999999871,1,3.429166666666732,28.36249999999871,1,3.329166666666727,28.36249999999871,1,3.25833333333339,28.36249999999871,1,3.204166666666721,28.36249999999871,1
0,7,7.039421761957643,2.344361156456918,-0.3777165409854949,-0.2814329425288201,0.16643305519696866,5.803466632223877,4.598612388945714,3.5396089367945134,6.747832507280115,3.618655895138503,-0.05900299344137063,1.6880171816282012,2.8857947114718066,6.372740248285697,3.893949944417707,2.84410189047676,5.744720622413348,8.83497263520546,149.8374999999459,148.97916666661334,298.81666666655923,,,0,,,0,,,0,1.7083333333333286,10.804166666666374,1,,,0,1.7083333333333286,11.479166666666336,1,,,0,1.7083333333333286,11.479166666666336,1,,,0,1.7083333333333286,11.483333333333002,1,,,0,1.7083333333333286,11.487499999999669,1,,,0,1.704166666666662,11.495833333333001,1,,,0,1.704166666666662,11.499999999999668,1,,,0,1.704166666666662,11.508333333333,1,,,0,1.6999999999999953,11.516666666666334,1,,,0,1.6999999999999953,11.529166666666333,1,2.212500000000005,8.12499999999986,1,1.7083333333333286,11.483333333333002,1,1.4916666666666627,11.770833333332986,1,1.3458333333333299,11.895833333332979,1,1.2208333333333303,11.98749999999964,1
0,8,6.879437775194762,3.289469695706816,-2.202730263742259,-0.17119115077944358,-1.948313409475278,4.694459113046662,5.588175093735502,2.161679569066745,7.389325091519528,4.17469129024242,-1.6970202646044212,-2.98341133577879,1.7004055825213473,5.789076179212113,5.170654999695329,3.1310365175852066,15.761483200830053,11.980664603368098,149.92916666661247,152.69583333327662,302.6249999998891,,,0,,,0,,,0,1.6541666666666621,13.499999999999554,1,,,0,1.6541666666666621,13.499999999999554,1,,,0,1.6541666666666621,13.499999999999554,1,,,0,1.6541666666666621,13.50416666666622,1,,,0,1.6541666666666621,13.50416666666622,1,,,0,1.6541666666666621,13.508333333332887,1,,,0,1.6499999999999955,13.512499999999553,1,,,0,1.6499999999999955,13.51666666666622,1,,,0,1.6499999999999955,13.520833333332886,1,13.274999999999567,13.929166666666196,1,1.6499999999999955,13.52916666666622,1,1.9749999999999943,13.474999999999556,1,1.6541666666666621,13.50416666666622,1,1.4249999999999963,13.520833333332886,1,1.2208333333333303,13.533333333332886,1,1.0708333333333309,13.545833333332885,1
0,9,5.640467344685707,2.827317397634689,-2.0549285321198325,-1.7419047269753969,0.5391178411497151,3.9003393535985493,4.163984032049178,2.8480660737335004,7.677171303502653,4.413789959183458,3.255722908405164,3.3382145491886948,-1.8301712173198084,6.438623978059702,3.901368220898426,2.7507720871274586,9.45956709884186,9.032490565520371,149.9708333332791,150.24583333327885,300.21666666655796,11.541666666666332,11.99999999999964,1,,,0,,,0,1.2416666666666636,11.76666666666632,1,,,0,1.2416666666666636,11.76666666666632,1,11.554166666666331,11.98749999999964,1,1.2416666666666636,11.76666666666632,1,11.349999999999676,12.191666666666295,1,1.2416666666666636,11.76666666666632,1,11.187499999999686,12.362499999999619,1,1.237499999999997,11.770833333332986,1,11.029166666666361,12.520833333332943,1,1.237499999999997,11.98749999999964,1,10.87916666666637,12.674999999999601,1,1.237499999999997,12.099999999999634,1,10.733333333333045,12.824999999999593,1,1.237499999999997,12.191666666666295,1,10.591666666666386,12.970833333332918,1,1.237499999999997,12.27916666666629,1,10.445833333333061,13.116666666666243,1,1.237499999999997,12.362499999999619,1,1.4208333333333296,11.76666666666632,1,1.2416666666666636,11.76666666666632,1,1.1374999999999973,11.76666666666632,1,1.0499999999999976,11.76666666666632,1,0.9874999999999977,11.770833333332986,1
